filename,total_words,total_ai_mentions,normalized_score,generative ai,generative artificial intelligence,genai,large language model,llm,gpt,chatgpt,foundation model,diffusion model,artificial intelligence,machine learning,deep learning,\bai\b,company,quarter,year,quarter_year,ticker,Ticker,Company,Fiscal Year,Fiscal Year End,Revenue,Employees,Assets,Revenue per Employee
"Union Pacific Corporation, Q2 2023 Earnings Call, Jul 26, 2023.txt",14171,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Union Pacific Corporation,Q2,2023,Q2_2023,UNP,UNP,UNION PACIFIC CORP,2023.0,2023-12-31,24119000000.0,32973.0,67132000000.0,731477.2693
"Alphabet Inc., Q1 2023 Earnings Call, Apr 25, 2023.txt",9494,85,0.008953,11,0,0,3,5,0,0,1,0,0,0,0,65,Alphabet Inc.,Q1,2023,Q1_2023,GOOGL,GOOGL,ALPHABET INC,2023.0,2023-12-31,307394000000.0,182502.0,402392000000.0,1684332.2265
"T-Mobile US, Inc., Q1 2023 Earnings Call, Apr 27, 2023.txt",12063,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,"T-Mobile US, Inc.",Q1,2023,Q1_2023,TMUS,TMUS,T-MOBILE US INC,2023.0,2023-12-31,78558000000.0,67000.0,207682000000.0,1172507.4627
"The Boeing Company, Q1 2023 Earnings Call, Apr 26, 2023.txt",8762,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,The Boeing Company,Q1,2023,Q1_2023,BA,BA,BOEING CO,2023.0,2023-12-31,77794000000.0,171000.0,137012000000.0,454935.6725
"Mastercard Incorporated, Q1 2023 Earnings Call, Apr 27, 2023.txt",10580,22,0.002079,4,0,0,0,1,2,2,0,0,0,1,0,12,Mastercard Incorporated,Q1,2023,Q1_2023,MA,MA,MASTERCARD INC,2023.0,2023-12-31,25098000000.0,33400.0,42448000000.0,751437.1257
"NVIDIA Corporation, Q4 2023 Earnings Call, Feb 22, 2023.txt",8855,135,0.015246,15,0,0,13,0,6,6,3,0,0,3,1,88,NVIDIA Corporation,Q4,2023,Q4_2023,NVDA,NVDA,NVIDIA CORP,2023.0,2024-01-31,60922000000.0,29600.0,65728000000.0,2058175.6757
"Visa Inc., Q2 2023 Earnings Call, Apr 25, 2023.txt",9908,20,0.002019,4,0,0,0,0,0,0,0,0,0,1,1,14,Visa Inc.,Q2,2023,Q2_2023,V,V,VISA INC,2023.0,2023-09-30,32653000000.0,28800.0,90499000000.0,1133784.7222
"NVIDIA Corporation, Q3 2024 Earnings Call, Nov 21, 2023.txt",9968,201,0.020165,22,0,0,3,16,3,2,0,0,0,1,2,152,NVIDIA Corporation,Q3,2024,Q3_2024,NVDA,NVDA,NVIDIA CORP,2024.0,2025-01-31,130497000000.0,36000.0,111601000000.0,3624916.6667
"Lam Research Corporation, Q2 2023 Earnings Call, Jan 25, 2023.txt",10621,2,0.000188,0,0,0,0,0,0,0,0,0,0,0,0,2,Lam Research Corporation,Q2,2023,Q2_2023,LRCX,LRCX,LAM RESEARCH CORP,2023.0,2023-06-30,17428516000.0,17200.0,18781643000.0,1013285.814
"Verizon Communications Inc., Q1 2023 Earnings Call, Apr 25, 2023.txt",10466,2,0.000191,0,0,0,0,0,0,0,0,0,0,0,0,2,Verizon Communications Inc.,Q1,2023,Q1_2023,VZ,VZ,VERIZON COMMUNICATIONS INC,2023.0,2023-12-31,133974000000.0,105400.0,380255000000.0,1271100.5693
"General Electric Company, Q1 2023 Earnings Call, Apr 25, 2023.txt",8702,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,General Electric Company,Q1,2023,Q1_2023,GE,GE,GE AEROSPACE,2023.0,2023-12-31,67778000000.0,125000.0,163045000000.0,542224.0
"ATT Inc., Q4 2023 Earnings Call, Jan 24, 2024.txt",10759,2,0.000186,0,0,0,0,0,0,0,0,0,0,0,0,2,ATT Inc.,Q4,2023,Q4_2023,T,T,AT&T INC,2023.0,2023-12-31,122428000000.0,149900.0,407060000000.0,816731.1541
"American Express Company, Q4 2023 Earnings Call, Jan 26, 2024.txt",9612,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,American Express Company,Q4,2023,Q4_2023,AXP,AXP,AMERICAN EXPRESS CO,2023.0,2023-12-31,67364000000.0,74600.0,261108000000.0,903002.681
"Verizon Communications Inc., Q2 2023 Earnings Call, Jul 25, 2023.txt",10435,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Verizon Communications Inc.,Q2,2023,Q2_2023,VZ,VZ,VERIZON COMMUNICATIONS INC,2023.0,2023-12-31,133974000000.0,105400.0,380255000000.0,1271100.5693
"The Boeing Company, Q3 2023 Earnings Call, Oct 25, 2023.txt",10033,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,The Boeing Company,Q3,2023,Q3_2023,BA,BA,BOEING CO,2023.0,2023-12-31,77794000000.0,171000.0,137012000000.0,454935.6725
"Visa Inc., Q4 2023 Earnings Call, Oct 24, 2023.txt",10180,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Visa Inc.,Q4,2023,Q4_2023,V,V,VISA INC,2023.0,2023-09-30,32653000000.0,28800.0,90499000000.0,1133784.7222
"Microsoft Corporation, Q1 2024 Earnings Call, Oct 24, 2023.txt",9684,60,0.006196,1,0,0,0,0,1,1,0,0,0,0,0,57,Microsoft Corporation,Q1,2024,Q1_2024,MSFT,MSFT,MICROSOFT CORP,2024.0,2024-06-30,245122000000.0,228000.0,512163000000.0,1075096.4912
"ATT Inc., Q2 2023 Earnings Call, Jul 26, 2023.txt",10489,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,ATT Inc.,Q2,2023,Q2_2023,T,T,AT&T INC,2023.0,2023-12-31,122428000000.0,149900.0,407060000000.0,816731.1541
"Warner Bros. Discovery, Inc., Q4 2023 Earnings Call, Feb 23, 2024.txt",11620,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Warner Bros. Discovery, Inc.",Q4,2023,Q4_2023,WBD,WBD,WARNER BROS DISCOVERY INC,2023.0,2023-12-31,41321000000.0,35300.0,122757000000.0,1170566.5722
"Advanced Micro Devices, Inc., Q3 2023 Earnings Call, Oct 31, 2023.txt",10414,63,0.00605,1,0,0,2,3,0,0,0,0,0,0,0,57,"Advanced Micro Devices, Inc.",Q3,2023,Q3_2023,AMD,AMD,ADVANCED MICRO DEVICES,2023.0,2023-12-31,22680000000.0,26000.0,67885000000.0,872307.6923
"Visa Inc., Q3 2023 Earnings Call, Jul 25, 2023.txt",9598,7,0.000729,0,0,0,0,0,0,0,0,0,0,0,3,4,Visa Inc.,Q3,2023,Q3_2023,V,V,VISA INC,2023.0,2023-09-30,32653000000.0,28800.0,90499000000.0,1133784.7222
"Microsoft Corporation, Q3 2023 Earnings Call, Apr 25, 2023.txt",9884,66,0.006677,1,0,0,0,0,7,5,0,0,0,0,0,53,Microsoft Corporation,Q3,2023,Q3_2023,MSFT,MSFT,MICROSOFT CORP,2023.0,2023-06-30,211915000000.0,221000.0,411976000000.0,958891.4027
"NVIDIA Corporation, Q1 2024 Earnings Call, May 24, 2023.txt",9932,166,0.016714,42,0,0,15,2,2,1,0,0,0,0,0,104,NVIDIA Corporation,Q1,2024,Q1_2024,NVDA,NVDA,NVIDIA CORP,2024.0,2025-01-31,130497000000.0,36000.0,111601000000.0,3624916.6667
"Visa Inc., Q1 2023 Earnings Call, Jan 26, 2023.txt",10702,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Visa Inc.,Q1,2023,Q1_2023,V,V,VISA INC,2023.0,2023-09-30,32653000000.0,28800.0,90499000000.0,1133784.7222
"Union Pacific Corporation, Q4 2023 Earnings Call, Jan 25, 2024.txt",13851,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Union Pacific Corporation,Q4,2023,Q4_2023,UNP,UNP,UNION PACIFIC CORP,2023.0,2023-12-31,24119000000.0,32973.0,67132000000.0,731477.2693
"General Electric Company, Q2 2024 Earnings Call, Jul 23, 2024.txt",8308,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,General Electric Company,Q2,2024,Q2_2024,GE,GE,GE AEROSPACE,2024.0,2024-12-31,38419000000.0,53000.0,123140000000.0,724886.7925
"RTX Corporation, Q2 2024 Earnings Call, Jul 25, 2024.txt",11116,5,0.00045,0,0,0,0,0,0,0,0,0,1,0,1,3,RTX Corporation,Q2,2024,Q2_2024,RTX,RTX,RTX CORP,2024.0,2024-12-31,80808000000.0,186000.0,162861000000.0,434451.6129
"Caterpillar Inc., Q1 2024 Earnings Call, Apr 25, 2024.txt",10348,3,0.00029,1,0,0,0,0,0,0,0,0,0,0,0,2,Caterpillar Inc.,Q1,2024,Q1_2024,CAT,CAT,CATERPILLAR INC,2024.0,2024-12-31,64809000000.0,112900.0,87764000000.0,574038.9725
"ATT Inc., Q2 2024 Earnings Call, Jul 24, 2024.txt",10898,3,0.000275,0,0,0,0,0,0,0,0,0,0,0,0,3,ATT Inc.,Q2,2024,Q2_2024,T,T,AT&T INC,2024.0,2024-12-31,122336000000.0,140990.0,394795000000.0,867692.7442
"Mastercard Incorporated, Q2 2024 Earnings Call, Jul 31, 2024.txt",11238,22,0.001958,3,0,0,0,0,0,0,0,0,2,2,0,15,Mastercard Incorporated,Q2,2024,Q2_2024,MA,MA,MASTERCARD INC,2024.0,2024-12-31,28167000000.0,35300.0,48081000000.0,797932.0113
"The Boeing Company, Q2 2024 Earnings Call, Jul 31, 2024.txt",8557,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,The Boeing Company,Q2,2024,Q2_2024,BA,BA,BOEING CO,2024.0,2024-12-31,66960000000.0,172000.0,156363000000.0,389302.3256
"Netflix, Inc., Q4 2024 Earnings Call, Jan 21, 2025.txt",7133,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Netflix, Inc.",Q4,2024,Q4_2024,NFLX,NFLX,NETFLIX INC,2024.0,2024-12-31,39000966000.0,14000.0,53630374000.0,2785783.2857
"Verizon Communications Inc., Q1 2024 Earnings Call, Apr 22, 2024.txt",10909,35,0.003208,3,0,0,0,2,0,0,0,0,0,1,0,29,Verizon Communications Inc.,Q1,2024,Q1_2024,VZ,VZ,VERIZON COMMUNICATIONS INC,2024.0,2024-12-31,134788000000.0,99600.0,384711000000.0,1353293.1727
"Microsoft Corporation, Q2 2024 Earnings Call, Jan 30, 2024.txt",10107,85,0.00841,2,0,0,0,4,5,1,0,0,0,0,0,73,Microsoft Corporation,Q2,2024,Q2_2024,MSFT,MSFT,MICROSOFT CORP,2024.0,2024-06-30,245122000000.0,228000.0,512163000000.0,1075096.4912
"Warner Bros. Discovery, Inc., Q4 2024 Earnings Call, Feb 27, 2025.txt",8171,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Warner Bros. Discovery, Inc.",Q4,2024,Q4_2024,WBD,WBD,WARNER BROS DISCOVERY INC,2024.0,2024-12-31,39321000000.0,35000.0,104560000000.0,1123457.1429
"Visa Inc., Q2 2024 Earnings Call, Apr 23, 2024.txt",9688,3,0.00031,0,0,0,0,0,0,0,0,0,0,0,1,2,Visa Inc.,Q2,2024,Q2_2024,V,V,VISA INC,2024.0,2024-09-30,35926000000.0,31600.0,94511000000.0,1136898.7342
"Meta Platforms, Inc., Q2 2024 Earnings Call, Jul 31, 2024.txt",10797,104,0.009632,9,0,12,0,0,0,0,5,0,0,0,0,78,"Meta Platforms, Inc.",Q2,2024,Q2_2024,META,META,META PLATFORMS INC,2024.0,2024-12-31,164501000000.0,74067.0,276054000000.0,2220975.6032
"Mastercard Incorporated, Q3 2024 Earnings Call, Oct 31, 2024.txt",11043,3,0.000272,0,0,0,0,0,0,0,0,0,0,0,0,3,Mastercard Incorporated,Q3,2024,Q3_2024,MA,MA,MASTERCARD INC,2024.0,2024-12-31,28167000000.0,35300.0,48081000000.0,797932.0113
"Electronic Arts Inc., Q3 2024 Earnings Call, Jan 30, 2024.txt",8313,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Electronic Arts Inc.,Q3,2024,Q3_2024,EA,EA,ELECTRONIC ARTS INC,2024.0,2025-03-31,7463000000.0,14500.0,12368000000.0,514689.6552
"Caterpillar Inc., Q3 2024 Earnings Call, Oct 30, 2024.txt",10558,2,0.000189,1,0,0,0,0,0,0,0,0,0,0,0,1,Caterpillar Inc.,Q3,2024,Q3_2024,CAT,CAT,CATERPILLAR INC,2024.0,2024-12-31,64809000000.0,112900.0,87764000000.0,574038.9725
"Microsoft Corporation, Q1 2025 Earnings Call, Oct 30, 2024.txt",10438,77,0.007377,3,0,1,0,0,1,1,0,0,0,0,0,71,Microsoft Corporation,Q1,2025,Q1_2025,MSFT,MSFT,MICROSOFT CORP,2025.0,2025-06-30,281724000000.0,228000.0,619003000000.0,1235631.5789
"ATT Inc., Q1 2024 Earnings Call, Apr 24, 2024.txt",11082,3,0.000271,0,0,0,0,0,0,0,0,0,0,0,0,3,ATT Inc.,Q1,2024,Q1_2024,T,T,AT&T INC,2024.0,2024-12-31,122336000000.0,140990.0,394795000000.0,867692.7442
"Visa Inc., Q1 2024 Earnings Call, Jan 25, 2024.txt",9770,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Visa Inc.,Q1,2024,Q1_2024,V,V,VISA INC,2024.0,2024-09-30,35926000000.0,31600.0,94511000000.0,1136898.7342
"RTX Corporation, Q3 2024 Earnings Call, Oct 22, 2024.txt",10968,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,RTX Corporation,Q3,2024,Q3_2024,RTX,RTX,RTX CORP,2024.0,2024-12-31,80808000000.0,186000.0,162861000000.0,434451.6129
"Verizon Communications Inc., Q3 2024 Pre Recorded Earnings Call, Oct 22, 2024.txt",3814,1,0.000262,0,0,0,0,0,0,0,0,0,0,0,0,1,Verizon Communications Inc.,Q3,2024,Q3_2024,VZ,VZ,VERIZON COMMUNICATIONS INC,2024.0,2024-12-31,134788000000.0,99600.0,384711000000.0,1353293.1727
"T-Mobile US, Inc., Q3 2024 Earnings Call, Oct 23, 2024.txt",11349,7,0.000617,0,0,0,0,0,0,0,0,0,0,0,0,7,"T-Mobile US, Inc.",Q3,2024,Q3_2024,TMUS,TMUS,T-MOBILE US INC,2024.0,2024-12-31,81400000000.0,70000.0,208035000000.0,1162857.1429
"Lockheed Martin Corporation, Q3 2024 Earnings Call, Oct 22, 2024.txt",10367,7,0.000675,0,0,0,0,0,0,0,0,0,0,0,0,7,Lockheed Martin Corporation,Q3,2024,Q3_2024,LMT,LMT,LOCKHEED MARTIN CORP,2024.0,2024-12-31,71043000000.0,121000.0,55617000000.0,587132.2314
"Comcast Corporation, Q2 2024 Earnings Call, Jul 23, 2024.txt",10616,4,0.000377,0,0,0,0,3,0,0,0,0,0,0,0,1,Comcast Corporation,Q2,2024,Q2_2024,CMCSA,CMCSA,COMCAST CORP,2024.0,2024-12-31,123731000000.0,182000.0,266211000000.0,679840.6593
"Verizon Communications Inc., Q2 2024 Earnings Call, Jul 22, 2024.txt",10616,28,0.002638,0,0,7,0,1,0,0,0,0,0,0,0,20,Verizon Communications Inc.,Q2,2024,Q2_2024,VZ,VZ,VERIZON COMMUNICATIONS INC,2024.0,2024-12-31,134788000000.0,99600.0,384711000000.0,1353293.1727
"General Electric Company, Q3 2024 Earnings Call, Oct 22, 2024.txt",8460,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,General Electric Company,Q3,2024,Q3_2024,GE,GE,GE AEROSPACE,2024.0,2024-12-31,38419000000.0,53000.0,123140000000.0,724886.7925
"Lockheed Martin Corporation, Q2 2024 Earnings Call, Jul 23, 2024.txt",10000,5,0.0005,0,0,0,0,0,0,0,0,0,2,0,0,3,Lockheed Martin Corporation,Q2,2024,Q2_2024,LMT,LMT,LOCKHEED MARTIN CORP,2024.0,2024-12-31,71043000000.0,121000.0,55617000000.0,587132.2314
"Alphabet Inc., Q2 2024 Earnings Call, Jul 23, 2024.txt",9539,100,0.010483,7,0,0,0,0,0,0,2,0,0,0,0,91,Alphabet Inc.,Q2,2024,Q2_2024,GOOGL,GOOGL,ALPHABET INC,2024.0,2024-12-31,350018000000.0,183323.0,450256000000.0,1909296.7058
"T-Mobile US, Inc., Q1 2024 Earnings Call, Apr 25, 2024.txt",12209,2,0.000164,0,0,0,0,1,0,0,0,0,0,0,0,1,"T-Mobile US, Inc.",Q1,2024,Q1_2024,TMUS,TMUS,T-MOBILE US INC,2024.0,2024-12-31,81400000000.0,70000.0,208035000000.0,1162857.1429
"NVIDIA Corporation, Q4 2024 Earnings Call, Feb 21, 2024.txt",8800,161,0.018295,26,0,0,5,5,3,3,2,0,1,2,1,113,NVIDIA Corporation,Q4,2024,Q4_2024,NVDA,NVDA,NVIDIA CORP,2024.0,2025-01-31,130497000000.0,36000.0,111601000000.0,3624916.6667
"Lockheed Martin Corporation, Q1 2024 Earnings Call, Apr 23, 2024.txt",10566,4,0.000379,0,0,0,0,0,0,0,0,0,0,0,0,4,Lockheed Martin Corporation,Q1,2024,Q1_2024,LMT,LMT,LOCKHEED MARTIN CORP,2024.0,2024-12-31,71043000000.0,121000.0,55617000000.0,587132.2314
"Micron Technology, Inc., Q3 2024 Earnings Call, Jun 26, 2024.txt",8802,43,0.004885,1,0,0,0,0,0,0,0,0,0,0,0,42,"Micron Technology, Inc.",Q3,2024,Q3_2024,MU,MU,MICRON TECHNOLOGY INC,2024.0,2024-08-31,25111000000.0,48000.0,69416000000.0,523145.8333
"Microsoft Corporation, Q3 2024 Earnings Call, Apr 25, 2024.txt",9991,84,0.008408,1,0,1,0,4,1,1,1,0,0,0,0,75,Microsoft Corporation,Q3,2024,Q3_2024,MSFT,MSFT,MICROSOFT CORP,2024.0,2024-06-30,245122000000.0,228000.0,512163000000.0,1075096.4912
"Uber Technologies, Inc., Q3 2024 Earnings Call, Oct 31, 2024.txt",7711,1,0.00013,0,0,0,0,1,0,0,0,0,0,0,0,0,"Uber Technologies, Inc.",Q3,2024,Q3_2024,UBER,UBER,UBER TECHNOLOGIES INC,2024.0,2024-12-31,43978000000.0,31100.0,51244000000.0,1414083.6013
"American Express Company, Q4 2024 Earnings Call, Jan 24, 2025.txt",10115,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,American Express Company,Q4,2024,Q4_2024,AXP,AXP,AMERICAN EXPRESS CO,2024.0,2024-12-31,74201000000.0,75100.0,271461000000.0,988029.2943
"The Boeing Company, Q4 2024 Earnings Call, Jan 28, 2025.txt",10825,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,The Boeing Company,Q4,2024,Q4_2024,BA,BA,BOEING CO,2024.0,2024-12-31,66960000000.0,172000.0,156363000000.0,389302.3256
"Verizon Communications Inc., Q3 2024 Earnings Call, Oct 22, 2024.txt",18111,18,0.000994,1,0,3,1,1,0,0,0,0,0,0,0,12,Verizon Communications Inc.,Q3,2024,Q3_2024,VZ,VZ,VERIZON COMMUNICATIONS INC,2024.0,2024-12-31,134788000000.0,99600.0,384711000000.0,1353293.1727
"Lockheed Martin Corporation, Q4 2024 Earnings Call, Jan 28, 2025.txt",10243,4,0.000391,0,0,0,1,0,0,0,0,0,1,0,0,2,Lockheed Martin Corporation,Q4,2024,Q4_2024,LMT,LMT,LOCKHEED MARTIN CORP,2024.0,2024-12-31,71043000000.0,121000.0,55617000000.0,587132.2314
"ATT Inc., Q3 2024 Earnings Call, Oct 23, 2024.txt",10238,3,0.000293,0,0,0,0,0,0,0,0,0,0,1,0,2,ATT Inc.,Q3,2024,Q3_2024,T,T,AT&T INC,2024.0,2024-12-31,122336000000.0,140990.0,394795000000.0,867692.7442
"The Boeing Company, Q3 2024 Earnings Call, Oct 23, 2024.txt",10138,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,The Boeing Company,Q3,2024,Q3_2024,BA,BA,BOEING CO,2024.0,2024-12-31,66960000000.0,172000.0,156363000000.0,389302.3256
"T-Mobile US, Inc., Q4 2024 Earnings Call, Jan 29, 2025.txt",11232,19,0.001692,0,0,0,0,0,0,0,0,0,0,0,0,19,"T-Mobile US, Inc.",Q4,2024,Q4_2024,TMUS,TMUS,T-MOBILE US INC,2024.0,2024-12-31,81400000000.0,70000.0,208035000000.0,1162857.1429
"Union Pacific Corporation, Q3 2024 Earnings Call, Oct 24, 2024.txt",10402,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Union Pacific Corporation,Q3,2024,Q3_2024,UNP,UNP,UNION PACIFIC CORP,2024.0,2024-12-31,24250000000.0,32439.0,67715000000.0,747556.9531
"Lam Research Corporation, Q1 2025 Earnings Call, Oct 23, 2024.txt",10958,7,0.000639,0,0,0,0,0,0,0,0,0,0,0,0,7,Lam Research Corporation,Q1,2025,Q1_2025,LRCX,LRCX,LAM RESEARCH CORP,2025.0,2025-06-30,18435591000.0,19000.0,21345260000.0,970294.2632
"Lam Research Corporation, Q3 2025 Earnings Call, Apr 23, 2025.txt",11088,6,0.000541,0,0,0,0,0,0,0,0,0,1,1,0,4,Lam Research Corporation,Q3,2025,Q3_2025,LRCX,LRCX,LAM RESEARCH CORP,2025.0,2025-06-30,18435591000.0,19000.0,21345260000.0,970294.2632
"Alphabet Inc., Q1 2025 Earnings Call, Apr 24, 2025.txt",9208,96,0.010426,0,0,0,0,1,1,1,1,0,0,0,0,92,Alphabet Inc.,Q1,2025,Q1_2025,GOOGL,GOOGL,ALPHABET INC,2025.0,2025-12-31,402836000000.0,190820.0,595281000000.0,2111078.5033
"Mastercard Incorporated, Q4 2024 Earnings Call, Jan 30, 2025.txt",11322,3,0.000265,0,0,0,0,0,0,0,0,0,0,0,0,3,Mastercard Incorporated,Q4,2024,Q4_2024,MA,MA,MASTERCARD INC,2024.0,2024-12-31,28167000000.0,35300.0,48081000000.0,797932.0113
"Lockheed Martin Corporation, Q1 2025 Earnings Call, Apr 22, 2025.txt",9796,4,0.000408,0,0,0,0,0,0,0,0,0,0,0,0,4,Lockheed Martin Corporation,Q1,2025,Q1_2025,LMT,LMT,LOCKHEED MARTIN CORP,2025.0,2025-12-31,75048000000.0,123000.0,59840000000.0,610146.3415
"Comcast Corporation, Q4 2024 Earnings Call, Jan 30, 2025.txt",9962,2,0.000201,0,0,0,0,0,0,0,0,0,0,0,0,2,Comcast Corporation,Q4,2024,Q4_2024,CMCSA,CMCSA,COMCAST CORP,2024.0,2024-12-31,123731000000.0,182000.0,266211000000.0,679840.6593
"Lam Research Corporation, Q2 2025 Earnings Call, Jan 29, 2025.txt",10582,5,0.000473,0,0,0,0,0,0,0,0,0,1,1,0,3,Lam Research Corporation,Q2,2025,Q2_2025,LRCX,LRCX,LAM RESEARCH CORP,2025.0,2025-06-30,18435591000.0,19000.0,21345260000.0,970294.2632
"ATT Inc., Q2 2025 Earnings Call, Jul 23, 2025.txt",10376,2,0.000193,0,0,0,0,1,0,0,0,0,0,0,0,1,ATT Inc.,Q2,2025,Q2_2025,T,T,AT&T INC,2025.0,2025-12-31,125648000000.0,133030.0,420198000000.0,944508.7574
"Lockheed Martin Corporation, Q2 2025 Earnings Call, Jul 22, 2025.txt",9266,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lockheed Martin Corporation,Q2,2025,Q2_2025,LMT,LMT,LOCKHEED MARTIN CORP,2025.0,2025-12-31,75048000000.0,123000.0,59840000000.0,610146.3415
"Microsoft Corporation, Q2 2025 Earnings Call, Jan 29, 2025.txt",9729,72,0.007401,0,0,0,0,0,3,2,0,0,0,0,0,67,Microsoft Corporation,Q2,2025,Q2_2025,MSFT,MSFT,MICROSOFT CORP,2025.0,2025-06-30,281724000000.0,228000.0,619003000000.0,1235631.5789
"General Electric Company, Q1 2025 Earnings Call, Apr 22, 2025.txt",8314,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,General Electric Company,Q1,2025,Q1_2025,GE,GE,GE AEROSPACE,2025.0,2025-12-31,45179000000.0,57000.0,130169000000.0,792614.0351
"Verizon Communications Inc., Q2 2025 Earnings Call, Jul 21, 2025.txt",10167,18,0.00177,0,0,0,0,1,0,0,0,0,0,0,0,17,Verizon Communications Inc.,Q2,2025,Q2_2025,VZ,VZ,VERIZON COMMUNICATIONS INC,2025.0,2025-12-31,138191000000.0,89900.0,404258000000.0,1537163.515
"T-Mobile US, Inc., Q1 2025 Earnings Call, Apr 24, 2025.txt",11432,2,0.000175,0,0,0,0,0,0,0,0,0,0,0,0,2,"T-Mobile US, Inc.",Q1,2025,Q1_2025,TMUS,TMUS,T-MOBILE US INC,2025.0,2025-12-31,88309000000.0,75000.0,219237000000.0,1177453.3333
"Visa Inc., Q1 2025 Earnings Call, Jan 30, 2025.txt",10110,17,0.001682,1,0,0,0,0,0,0,0,0,1,0,0,15,Visa Inc.,Q1,2025,Q1_2025,V,V,VISA INC,2025.0,2025-09-30,40000000000.0,34100.0,99627000000.0,1173020.5279
"Micron Technology, Inc., Q3 2025 Earnings Call, Jun 25, 2025.txt",8398,24,0.002858,1,0,0,1,0,0,0,0,0,0,0,0,22,"Micron Technology, Inc.",Q3,2025,Q3_2025,MU,MU,MICRON TECHNOLOGY INC,2025.0,2025-08-31,37378000000.0,53000.0,82798000000.0,705245.283
"T-Mobile US, Inc., Q2 2025 Earnings Call, Jul 23, 2025.txt",12382,3,0.000242,0,0,0,0,0,0,0,0,0,0,0,0,3,"T-Mobile US, Inc.",Q2,2025,Q2_2025,TMUS,TMUS,T-MOBILE US INC,2025.0,2025-12-31,88309000000.0,75000.0,219237000000.0,1177453.3333
"Visa Inc., Q2 2025 Earnings Call, Apr 29, 2025.txt",10053,5,0.000497,0,0,0,0,0,0,0,0,0,0,1,0,4,Visa Inc.,Q2,2025,Q2_2025,V,V,VISA INC,2025.0,2025-09-30,40000000000.0,34100.0,99627000000.0,1173020.5279
"ATT Inc., Q1 2025 Earnings Call, Apr 23, 2025.txt",10924,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,ATT Inc.,Q1,2025,Q1_2025,T,T,AT&T INC,2025.0,2025-12-31,125648000000.0,133030.0,420198000000.0,944508.7574
"The Boeing Company, Q2 2025 Earnings Call, Jul 29, 2025.txt",8693,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,The Boeing Company,Q2,2025,Q2_2025,BA,BA,BOEING CO,2025.0,2025-12-31,89463000000.0,182000.0,168235000000.0,491554.9451
"Verizon Communications Inc., Q1 2025 Earnings Call, Apr 22, 2025.txt",11844,7,0.000591,0,0,0,0,0,0,0,0,0,0,0,0,7,Verizon Communications Inc.,Q1,2025,Q1_2025,VZ,VZ,VERIZON COMMUNICATIONS INC,2025.0,2025-12-31,138191000000.0,89900.0,404258000000.0,1537163.515
"Lockheed Martin Corporation, Q3 2025 Earnings Call, Oct 21, 2025.txt",9707,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lockheed Martin Corporation,Q3,2025,Q3_2025,LMT,LMT,LOCKHEED MARTIN CORP,2025.0,2025-12-31,75048000000.0,123000.0,59840000000.0,610146.3415
"The Boeing Company, Q3 2025 Earnings Call, Oct 29, 2025.txt",9735,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,The Boeing Company,Q3,2025,Q3_2025,BA,BA,BOEING CO,2025.0,2025-12-31,89463000000.0,182000.0,168235000000.0,491554.9451
"Lam Research Corporation, Q4 2025 Earnings Call, Jul 30, 2025.txt",10555,12,0.001137,0,0,0,0,0,0,0,0,0,0,0,0,12,Lam Research Corporation,Q4,2025,Q4_2025,LRCX,LRCX,LAM RESEARCH CORP,2025.0,2025-06-30,18435591000.0,19000.0,21345260000.0,970294.2632
